opor_co_no,opor_no,query_opor_no,opor_pwd,co_no,pd_no,exch_group_no,asset_acco_no,order_batch_no
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420085,42420085,42420085,0185
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420086,42420086,42420086,0186
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420087,42420087,42420087,0187
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420088,42420088,42420088,0188
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420089,42420089,42420089,0189
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420090,42420090,42420090,0190
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420091,42420091,42420091,0191
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420092,42420092,42420092,0192
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420093,42420093,42420093,0193
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420094,42420094,42420094,0194
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420095,42420095,42420095,0195
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420096,42420096,42420096,0196
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420097,42420097,42420097,0197
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420098,42420098,42420098,0198
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420099,42420099,42420099,0199
4242,42420001,42420001,NzhmOTdhNzdmYWNiZDJlMzg1ODZiNTNmZjYyZDA4MWY=,4242,42420100,42420100,42420100,0200
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430001,43430001,43430001,0201
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430002,43430002,43430002,0202
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430003,43430003,43430003,0203
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430004,43430004,43430004,0204
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430005,43430005,43430005,0205
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430006,43430006,43430006,0206
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430007,43430007,43430007,0207
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430008,43430008,43430008,0208
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430009,43430009,43430009,0209
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430010,43430010,43430010,0210
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430011,43430011,43430011,0211
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430012,43430012,43430012,0212
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430013,43430013,43430013,0213
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430014,43430014,43430014,0214
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430015,43430015,43430015,0215
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430016,43430016,43430016,0216
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430017,43430017,43430017,0217
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430018,43430018,43430018,0218
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430019,43430019,43430019,0219
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430020,43430020,43430020,0220
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430021,43430021,43430021,0221
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430022,43430022,43430022,0222
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430023,43430023,43430023,0223
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430024,43430024,43430024,0224
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430025,43430025,43430025,0225
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430026,43430026,43430026,0226
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430027,43430027,43430027,0227
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430028,43430028,43430028,0228
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430029,43430029,43430029,0229
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430030,43430030,43430030,0230
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430031,43430031,43430031,0231
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430032,43430032,43430032,0232
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430033,43430033,43430033,0233
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430034,43430034,43430034,0234
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430035,43430035,43430035,0235
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430036,43430036,43430036,0236
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430037,43430037,43430037,0237
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430038,43430038,43430038,0238
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430039,43430039,43430039,0239
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430040,43430040,43430040,0240
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430041,43430041,43430041,0241
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430042,43430042,43430042,0242
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430043,43430043,43430043,0243
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430044,43430044,43430044,0244
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430045,43430045,43430045,0245
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430046,43430046,43430046,0246
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430047,43430047,43430047,0247
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430048,43430048,43430048,0248
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430049,43430049,43430049,0249
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430050,43430050,43430050,0250
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430051,43430051,43430051,0251
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430052,43430052,43430052,0252
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430053,43430053,43430053,0253
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430054,43430054,43430054,0254
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430055,43430055,43430055,0255
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430056,43430056,43430056,0256
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430057,43430057,43430057,0257
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430058,43430058,43430058,0258
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430059,43430059,43430059,0259
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430060,43430060,43430060,0260
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430061,43430061,43430061,0261
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430062,43430062,43430062,0262
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430063,43430063,43430063,0263
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430064,43430064,43430064,0264
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430065,43430065,43430065,0265
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430066,43430066,43430066,0266
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430067,43430067,43430067,0267
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430068,43430068,43430068,0268
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430069,43430069,43430069,0269
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430070,43430070,43430070,0270
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430071,43430071,43430071,0271
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430072,43430072,43430072,0272
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430073,43430073,43430073,0273
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430074,43430074,43430074,0274
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430075,43430075,43430075,0275
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430076,43430076,43430076,0276
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430077,43430077,43430077,0277
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430078,43430078,43430078,0278
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430079,43430079,43430079,0279
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430080,43430080,43430080,0280
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430081,43430081,43430081,0281
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430082,43430082,43430082,0282
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430083,43430083,43430083,0283
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430084,43430084,43430084,0284
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430085,43430085,43430085,0285
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430086,43430086,43430086,0286
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430087,43430087,43430087,0287
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430088,43430088,43430088,0288
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430089,43430089,43430089,0289
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430090,43430090,43430090,0290
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430091,43430091,43430091,0291
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430092,43430092,43430092,0292
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430093,43430093,43430093,0293
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430094,43430094,43430094,0294
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430095,43430095,43430095,0295
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430096,43430096,43430096,0296
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430097,43430097,43430097,0297
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430098,43430098,43430098,0298
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430099,43430099,43430099,0299
4343,43430001,43430001,MzU5NWZkMjliMzllYjdhMThjYTBhZTkyOWJkNDkwODU=,4343,43430100,43430100,43430100,0300
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440001,44440001,44440001,0301
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440002,44440002,44440002,0302
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440003,44440003,44440003,0303
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440004,44440004,44440004,0304
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440005,44440005,44440005,0305
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440006,44440006,44440006,0306
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440007,44440007,44440007,0307
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440008,44440008,44440008,0308
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440009,44440009,44440009,0309
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440010,44440010,44440010,0310
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440011,44440011,44440011,0311
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440012,44440012,44440012,0312
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440013,44440013,44440013,0313
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440014,44440014,44440014,0314
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440015,44440015,44440015,0315
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440016,44440016,44440016,0316
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440017,44440017,44440017,0317
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440018,44440018,44440018,0318
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440019,44440019,44440019,0319
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440020,44440020,44440020,0320
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440021,44440021,44440021,0321
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440022,44440022,44440022,0322
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440023,44440023,44440023,0323
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440024,44440024,44440024,0324
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440025,44440025,44440025,0325
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440026,44440026,44440026,0326
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440027,44440027,44440027,0327
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440028,44440028,44440028,0328
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440029,44440029,44440029,0329
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440030,44440030,44440030,0330
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440031,44440031,44440031,0331
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440032,44440032,44440032,0332
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440033,44440033,44440033,0333
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440034,44440034,44440034,0334
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440035,44440035,44440035,0335
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440036,44440036,44440036,0336
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440037,44440037,44440037,0337
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440038,44440038,44440038,0338
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440039,44440039,44440039,0339
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440040,44440040,44440040,0340
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440041,44440041,44440041,0341
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440042,44440042,44440042,0342
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440043,44440043,44440043,0343
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440044,44440044,44440044,0344
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440045,44440045,44440045,0345
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440046,44440046,44440046,0346
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440047,44440047,44440047,0347
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440048,44440048,44440048,0348
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440049,44440049,44440049,0349
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440050,44440050,44440050,0350
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440051,44440051,44440051,0351
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440052,44440052,44440052,0352
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440053,44440053,44440053,0353
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440054,44440054,44440054,0354
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440055,44440055,44440055,0355
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440056,44440056,44440056,0356
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440057,44440057,44440057,0357
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440058,44440058,44440058,0358
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440059,44440059,44440059,0359
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440060,44440060,44440060,0360
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440061,44440061,44440061,0361
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440062,44440062,44440062,0362
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440063,44440063,44440063,0363
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440064,44440064,44440064,0364
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440065,44440065,44440065,0365
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440066,44440066,44440066,0366
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440067,44440067,44440067,0367
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440068,44440068,44440068,0368
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440069,44440069,44440069,0369
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440070,44440070,44440070,0370
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440071,44440071,44440071,0371
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440072,44440072,44440072,0372
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440073,44440073,44440073,0373
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440074,44440074,44440074,0374
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440075,44440075,44440075,0375
4444,44440001,44440001,ZDQyMmRmZDEyZjgzZWNiMTAxOWQ0OGViY2VhMzBhMmU=,4444,44440076,44440076,44440076,0376
